date,value,@OBS_STATUS,freq,ref_area,indicator,unit_mult,time_format
2015,591.21169798261,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2016,592.605615063022,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2017,580.656749587858,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2018,555.446458398226,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2019,585.911013180369,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2020,575.586004510945,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2021,554.530675033104,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2022,623.759700911182,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2023,606.569750165917,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
2024,606.345297609063,,A,SN,ENDA_XDC_USD_RATE,0,P1Y
1993,0.991666666666667,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
1996,5.12083333333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
1997,5.78483333333334,B,A,RU,ENDA_XDC_USD_RATE,0,P1Y
1998,9.70508333333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
1999,24.6199,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2000,28.1291666666667,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2001,29.168525,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2002,31.3484833333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2003,30.692025,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2004,28.8137416666667,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2005,28.2844416666667,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2006,27.1909583333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2007,25.5808453675404,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2008,24.852875,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2009,31.7403583333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2010,30.3679153383059,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2011,29.3823413709302,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2012,30.8398313519917,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2013,31.8371436402813,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2014,38.3782071444168,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2015,60.9376501088951,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2016,67.0559333333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2017,58.3428011851719,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2018,62.6681333333334,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2019,64.7376583333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2020,72.1049083333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2021,73.65435,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2022,68.4849416666667,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
2023,85.1620083333333,,A,RU,ENDA_XDC_USD_RATE,0,P1Y
1950,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1951,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1952,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1953,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1954,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1955,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1956,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1957,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1958,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1959,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1960,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1961,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1962,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1963,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1964,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1965,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1966,1.71429000071429,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1967,1.76190833409524,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1968,2.000000001,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1969,2.000000001,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1970,2.000000001,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1971,1.97487273321145,B,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1972,1.92127814947601,B,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1973,1.95921923598161,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1974,2.05323240851763,B,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1975,2.16979583233333,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1976,2.61467083283333,B,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1977,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1978,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1979,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1980,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1981,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1982,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1983,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1984,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1985,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1986,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1987,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1988,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1989,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1990,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1991,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1992,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1993,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1994,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1995,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1996,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1997,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1998,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1999,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2000,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2001,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2002,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2003,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2004,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2005,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2006,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2007,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2008,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2009,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2010,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2011,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2012,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2013,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2014,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2015,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2016,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2017,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2018,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2019,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2020,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2021,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2022,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2023,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
2024,2.7,,A,GD,ENDA_XDC_USD_RATE,0,P1Y
1950,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1951,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1952,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1953,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1954,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1955,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1956,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1957,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1958,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1959,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1960,5.615000004615,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1961,5.95166667161833,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1962,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1963,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1964,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1965,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1966,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1967,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1968,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1969,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1970,6.625000005625,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1971,6.62583333840625,B,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1972,6.634999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1973,6.64675833233333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1974,7.929999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1975,8.569999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1976,8.569999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1977,8.569999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1978,8.569999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1979,8.569999999,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1980,8.56999999908333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1981,21.7633333325,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1982,37.40666666575,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1983,41.0941666656667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1984,44.532683333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1985,50.45335,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1986,55.9858916666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1987,62.7762,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1988,75.8047333333333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1989,81.5042083333334,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1990,91.5792916666666,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1991,122.432416666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1992,134.506333333333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1993,142.171666666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1994,157.066666666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1995,179.729166666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1996,207.689166666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1997,232.5975,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1998,257.229166666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1999,285.684694833333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2000,308.186666666667,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2001,328.870833333333,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2002,359.81752688172,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2003,398.662222222222,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2004,437.935,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2005,477.786741487455,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2006,511.301817940348,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2007,516.617390232975,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2008,526.23551344086,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2009,573.287956733231,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2010,525.829200716846,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2011,505.664239919355,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2012,502.901461981567,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2013,499.766832565284,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2014,538.317200279058,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2015,534.565769969278,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2016,544.73936722902,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2017,567.51309030978,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2018,576.97250124808,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2019,587.294595686124,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2020,584.900854962304,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2021,620.784720014081,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2022,647.135817631363,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2023,544.050775505632,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
2024,515.109771921403,,A,CR,ENDA_XDC_USD_RATE,0,P1Y
1950,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1951,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1952,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1953,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1954,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1955,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1956,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1957,2.00198901724138E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1958,2.02154074137931E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1959,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1960,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1961,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1962,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1963,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1964,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1965,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1966,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1967,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1968,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1969,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1970,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1971,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1972,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1973,2.06061975E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1974,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1975,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1976,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1977,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1978,2.06064418965517E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1979,2.78825671551724E-09,B,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1980,2.9474224137931E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1981,2.9474224137931E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1982,2.9474224137931E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1983,2.94766681034483E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1984,2.94766681034483E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1985,7.7730323275862E-09,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1986,1.95028448275862E-08,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1987,2.05293103448276E-08,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1988,5.39462392816092E-05,B,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1989,0.0031309,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1990,0.140922416666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1991,4.27082828333333,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1992,5,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1993,5.62040833333333,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1994,6.722875,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1995,7.54559166666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1996,8.4355,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1997,9.44808333333333,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1998,10.5819166666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1999,11.80925,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2000,12.6843916666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2001,13.3719416666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2002,14.25132525,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2003,15.1046433333333,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2004,15.9372473164627,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2005,16.7333295340502,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2006,17.5699984318996,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2007,18.4485061597542,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2008,19.3718964065011,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2009,20.3394818701997,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2010,21.3564486834358,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2011,22.4242706163594,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2012,23.5466635310839,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2013,24.7227641666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2014,25.9589003667435,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2015,27.2568449404762,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2016,28.6209624101588,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2017,30.0509413442878,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2018,31.5532123338754,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2019,33.121745265284,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2020,34.3421221197024,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2021,35.1710166666667,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2022,35.874421141967,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2023,36.4411942796586,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
2024,36.6243,,A,NI,ENDA_XDC_USD_RATE,0,P1Y
1950,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1951,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1952,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1953,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1954,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1955,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1956,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1957,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1958,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1959,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1960,0.714287986064378,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1961,0.715514156084816,B,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1962,0.719193999719194,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1963,0.719193999719194,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1964,0.719193999719194,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1965,0.719193999719194,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1966,0.719193999719194,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1967,0.733665583007067,B,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1968,0.892856999892857,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1969,0.892856999892857,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1970,0.892856999892857,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1971,0.880607194603159,B,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1972,0.836680053547523,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1973,0.736812125513138,B,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1974,0.715402588665368,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1975,0.832307219423307,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1976,1.00488878965051,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1977,1.03031165084621,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1978,0.964424999,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1979,0.978502499,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1980,1.02667999916667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1981,1.15279499925,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1982,1.33260833233333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1983,1.49677333233333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1984,1.76399249916667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1985,2.02337249966667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1986,1.91316083308333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1987,1.69456083333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1988,1.52640083333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1989,1.67214833333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1990,1.67620333333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1991,1.73351416666667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1992,1.86179166666667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1993,1.85051333333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1994,1.68652166666667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1995,1.52387666666667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1996,1.4548475,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1997,1.51242083333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1998,1.86824916666667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1999,1.88961389919167,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2000,2.20114916666667,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2001,2.37875083333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2002,2.16219083333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2003,1.72209914639778,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2004,1.50868127077323,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2005,1.42027345661433,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2006,1.54205575669681,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2007,1.36067522852426,B,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2008,1.4227268095265,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2009,1.60087729521946,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2010,1.38783382768108,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2011,1.26581069673447,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2012,1.23428365501329,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2013,1.21940797394829,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2014,1.20543333333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2015,1.433975,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2016,1.436525,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2017,1.40740833333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2018,1.44525833333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2019,1.517875,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2020,1.54205833333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2021,1.4138,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2022,1.57718333333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2023,1.62843333333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
2024,1.65230833333333,,A,NZ,ENDA_XDC_USD_RATE,0,P1Y
1950,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1951,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1952,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1953,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1954,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1955,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1956,0.714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1957,0.714285999714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1958,0.714285999714286,B,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1959,0.714285999714286,B,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1960,0.714285999714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1961,0.714285999714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1962,0.714285999714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
1963,0.714285999714286,,A,NG,ENDA_XDC_USD_RATE,0,P1Y
