DATAFLOW,FREQ,iso3,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,year,value,REF_YEAR_PRICE,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1977,0.983716,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1978,0.897702,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1979,0.83501,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1980,0.804628,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1981,0.900771,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1982,0.960034,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1983,1.007336,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1984,1.073921,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1985,1.092837,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1986,0.915426,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1987,0.804779,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1988,0.770689,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1989,0.811769,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1990,0.740252,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1991,0.752952,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1992,0.742892,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,0.890495,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,0.880319,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.822406,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.839636,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.899059,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.904867,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.929183,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.020615,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.048315,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.010064,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,0.878717,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2004,0.802849,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2005,0.805445,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2006,0.794069,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2007,0.726007,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2008,0.679923,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2009,0.716958,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2010,0.754309,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2011,0.718414,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2012,0.778338,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2013,0.752945,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2014,0.752728,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2015,0.901296,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2016,0.903421,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2017,0.885206,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2018,0.846773,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2019,0.893276,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2020,0.875506,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2021,0.845494,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2022,0.949624,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,MLT,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2023,0.92484,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1991,0.115053,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1992,1.047898,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1992,0.513424,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1992,0.339205,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1992,0.034946,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,0.845088,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,0.960913,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,1.258128,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,1.021363,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,0.47255,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1993,0.475035,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,0.830292,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,0.796452,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,1.152036,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,1.063694,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,0.537509,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1994,0.796073,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.732731,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.750683,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.986305,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.494569,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.76452,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.76452,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1995,0.694241,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.769368,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.783647,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,1.017518,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.564865,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.787557,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.787557,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1996,0.721237,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.887206,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.82657,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,1.115852,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.666368,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.881803,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.881803,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1997,0.81765,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.899535,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.839257,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,1.169535,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.693266,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.891989,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.891989,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1998,0.844553,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.938069,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.832617,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,1.372995,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.758509,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.938283,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.938283,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,1999,0.94389,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.084494,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,0.862972,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.528088,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,0.929127,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.082705,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.082705,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2000,1.098635,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.117052,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,0.893445,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.15848,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.605086,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.012973,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.116533,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.116533,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2001,1.107113,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.061687,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,0.879607,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.064921,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.504572,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.002538,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.057559,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EU27_2020,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.057559,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,HRV,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2002,1.044752,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EST,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,0.885586,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LVA,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,0.813136,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,LTU,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,0.886488,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVK,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,1.220637,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,SVN,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,0.86427,,F,6,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE4(2.0),A,EA20,S1,S1,EXC_A,F21,_Z,_Z,XDC_USD,_Z,N,T001,2003,0.884048,,F,6,A,0,EUR
