id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_Cluster.code,sourceObjects_Emergency.code,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationLevels,sourceObjects_Project.code,sourceObjects_UsageYear.code,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,amountUSD_defl,amountUSD_defl_millions,deflator,destination_org_country,destination_org_iso3,FTS_source_orgtype,multiyear,source_org_country,source_org_iso3,year
160185,164271,,"",financial,2017-06-15T09:33:13.742Z,2017-05-31T00:00:00Z,,"NGO Consortium 2017 - 02019, Multiyear: 2017-2019, 2017 portion (part of 7F-09450.02  )","",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,160000,CHF,Traditional aid,,commitment,2017-06-15T09:33:13.742Z,1,incoming,single,part of 7F-09450.02,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",8600,CARE Somalia,single,NGOs,Internationally Affiliated Organizations,International Actors,38,2017,single,"","","",206,Somalia,single,"","","",3304,Enabling Programmes,single,"","","",,,,,528,Somalia 2017,single,,,,,48788,Somalia NGO Consortium,single,,,,SOM-17/CSS/103834/R/7037,,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,176780.654724987,0.176780654724987,0.929236291468385,Somalia,SOM,Governments,FALSE,Switzerland,CHE,2017
160186,542888,,"",financial,2017-06-15T09:50:01.509Z,2017-05-18T00:00:00Z,2017-05-18T00:00:00Z,Reducing Malnutrition and Strengthening Resilience to Shocks  for a Food Secure Somalia,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T09:50:01.509Z,1,incoming,single,10030334/ITA-C-00216-01,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,World Food Programme,Email,2017-06-14T00:00:00.000Z,551283.316408174,0.551283316408174,0.984771321463395,Somalia,SOM,Governments,FALSE,Italy,ITA,2017
160188,133688,,"",financial,2017-06-15T09:52:10.115Z,2017-05-06T00:00:00Z,2017-05-06T00:00:00Z,Reducing Malnutrition and Strengthening Resilience to Shocks  for a Food Secure Somalia,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T09:52:10.115Z,1,incoming,single,10030433/SWE-C-00282-01,216,Sweden,single,"","","",2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,World Food Programme,Email,2017-06-14T00:00:00.000Z,131384.730500047,0.131384730500047,1.01753072439382,Somalia,SOM,Governments,FALSE,Sweden,SWE,2017
160189,19330,,"",financial,2017-06-15T09:56:50.026Z,2017-05-09T00:00:00Z,2017-05-09T00:00:00Z,Reducing Malnutrition and Strengthening Resilience to Shocks  for a Food Secure Somalia,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T09:56:50.026Z,1,incoming,single,10030312/WPD-C-04001-01,"","","","","","",4543,Private (individuals & organizations),single,Private Organizations,International Private Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,World Food Programme,Email,2017-06-14T00:00:00.000Z,21177.3171275856,0.0211773171275856,0.912769067183713,Somalia,SOM,Private Organizations,FALSE,,,2017
160190,21345,,"",financial,2017-06-15T09:58:31.655Z,2017-03-21T00:00:00Z,2017-03-21T00:00:00Z,Reducing Malnutrition and Strengthening Resilience to Shocks  for a Food Secure Somalia,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T09:58:31.655Z,1,incoming,single,10030419/WPD-C-04018-01,"","","","","","",4543,Private (individuals & organizations),single,Private Organizations,International Private Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,World Food Programme,Email,2017-06-14T00:00:00.000Z,23384.8853641136,0.0233848853641136,0.912769067183713,Somalia,SOM,Private Organizations,FALSE,,,2017
160193,205339,,"",financial,2017-06-15T11:34:36.418Z,2017-05-31T00:00:00Z,,"Assessment of Hard to Reach Areas - Migration and Return Intentions, Multiyear: 2017-2018, 2017 portion (part of 7F-09599.02   )","",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,2e+05,CHF,Traditional aid,,commitment,2017-06-15T11:34:36.418Z,1,incoming,single,part of 7F-09599.02,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",7292,REACH Initiative,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",211,South Sudan,single,"","","",3390,Coordination and Common Services (CCS),single,"","","",,,,,538,Republic of South Sudan 2017,single,,,,,49150,"Coordinated assessment and information management activities that monitor humanitarian conditions in hard to reach areas, track one-way and cyclical migration across key border points, and provide a first-look analysis of emergent displacement trends",single,,,,SSD-17/CSS/103464/17586,,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,220976.08744437,0.22097608744437,0.929236291468385,South Sudan,SSD,Governments,FALSE,Switzerland,CHE,2017
167022,285073,,"",financial,2017-12-01T08:03:18.963Z,2017-09-27T00:00:00Z,2017-09-27T00:00:00Z,"Prevention and Response to Child Rights violations in drought affected areas in Lower Shebelle, focusing on survivors of GBV and Unaccompanied/ Separated boys and girls along the Afgooye corridor, Afgoye district and KM50.",softly earmarked,,2017-11-30T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2017-12-01T08:03:18.963Z,1,internal,single,SOM-17/3485/R/Prot/INGO/6634,206,Somalia,single,"","","",7655,Somalia Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,38,2017,single,"","","",528,Somalia 2017,single,,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,10,Protection,single,"","","",2166,Comitato Internationale per lo Sviluppo dei Popoli,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",206,Somalia,single,"","","",3309,Protection,single,"","","",,,,,528,Somalia 2017,single,,,,,48593,"Protection of civilians, with focus on survivors of GBV and child abuse, through enhanced services and durable solutions.",single,,,,SOM-17/P-HR-RL/99461/R/5816,,"","","","","","","",Primary,Somalia Humanitarian Fund,GMS,2017-11-30T00:00:00.000Z,327086.742486623,0.327086742486622,0.871551680244757,Somalia,SOM,Pooled Funds,FALSE,Somalia,SOM,2017
160195,135524,,"",financial,2017-06-15T11:39:05.176Z,2017-05-31T00:00:00Z,,"Improved resilience of children, Multiyear: 2017-2019, 2017 portion (part of 7F-09556.02 )","",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,132000,CHF,Traditional aid,,commitment,2017-06-15T11:39:05.176Z,1,incoming,single,part of 7F-09556.02,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,12,Protection - Child Protection,single,"","","",4763,Handicap International - Humanity & Inclusion,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",118,"Korea, Democratic People's Republic of",single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,145844.497512946,0.145844497512946,0.929236291468385,"Korea, Democratic People's Republic of",PRK,Governments,FALSE,Switzerland,CHE,2017
160198,154213,,"",financial,2017-06-15T11:48:45.728Z,2017-05-31T00:00:00Z,,"RNEC provide legal identity for vulnerable people located in areas of FARC, Multiyear: 2017-2018, 2017 portion (part of 7F-09847.01 )","",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,150203,CHF,Traditional aid,,commitment,2017-06-15T11:48:45.728Z,1,incoming,single,part of 7F-09847.01,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",4839,"Colombia, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",49,Colombia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,165956.712427053,0.165956712427053,0.929236291468385,Colombia,COL,Governments,FALSE,Switzerland,CHE,2017
160199,625733,,"",financial,2017-06-15T11:49:11.595Z,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z,Multi-sector humanitarian assistance to CAR refugees.,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T11:49:11.595Z,1,incoming,single,"",76,France,single,"","","",4314,"France, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26479,Multi-sector,single,"","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",39,Cameroon,single,"","","",3384,Multi-Sector for Refugees,single,"","","",,,,,537,Cameroon 2017,single,,,,,47540,Multi-sector humanitarian assistance to CAR refugees,single,,,,CMR-17/MS/102022/R/120,,"","","","","","","",Primary,United Nations High Commissioner for Refugees,Email,2017-06-14T00:00:00.000Z,644151.183772632,0.644151183772632,0.971407048164127,Cameroon,CMR,Governments,FALSE,France,FRA,2017
153399,634767,2017,"",financial,2017-01-28T02:25:23.137Z,2017-01-01T00:00:00Z,2017-01-01T00:00:00Z,MFA 2017 Somalia,"",7.103,2017-01-28T00:00:00Z,Standard,Food,TRUE,4508752,DKK,Traditional aid,,commitment,2017-01-30T15:12:54.795Z,1,incoming,single,2016-42679,61,Denmark,single,"","","",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6,Food Security,single,"","","",2054,Danish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Denmark, Government of",From EDRIS,2017-01-28T00:00:00.000Z,693452.802458024,0.693452802458024,0.915371598110203,Somalia,SOM,Governments,FALSE,Denmark,DNK,2017
160200,1448046,,"",financial,2017-12-20T13:43:03.636Z,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z,2017 Humanitarian Response Plan for Cameroon (Partially against HRP),"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-12-20T13:43:03.636Z,2,incoming,single,"","","","","","","",4543,Private (individuals & organizations),single,Private Organizations,International Private Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",39,Cameroon,single,"","","","","","","","","","","","","",537,Cameroon 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,United Nations High Commissioner for Refugees,Email,2017-12-13T00:00:00.000Z,1586431.9377823,1.5864319377823,0.912769067183713,Cameroon,CMR,Private Organizations,FALSE,,,2017
160201,50000,,"",financial,2017-06-15T11:50:38.060Z,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z,2017 Humanitarian Response Plan for Cameroon (Partially against HRP),"",,2017-06-14T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2018-03-07T16:02:48.207Z,1,internal,single,"","","","","","","",4532,United Nations Joint Programme on HIV/AIDS,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",39,Cameroon,single,"","","","","","","","","","","","","",537,Cameroon 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,United Nations High Commissioner for Refugees,Email,2017-06-14T00:00:00.000Z,53807.6272516108,0.0538076272516108,0.929236291468385,Cameroon,CMR,Multilateral Organizations,FALSE,Switzerland,CHE,2017
160204,1026694,,"",financial,2017-06-15T12:00:03.606Z,2017-05-31T00:00:00Z,,"UN Multi-Partner Trust Fund for Peacebuilding, Multiyear: 2017-2018, 2017 portion (part of 7F-09499.01  )","",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,1e+06,CHF,Traditional aid,,commitment,2017-06-15T12:00:03.606Z,1,incoming,single,part of 7F-09499.01,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,10,Protection,single,"","","",5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",49,Colombia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,1104879.36106931,1.10487936106931,0.929236291468385,Colombia,COL,Governments,FALSE,Switzerland,CHE,2017
160206,325733,,"",financial,2017-12-20T14:02:12.586Z,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z,2017 Humanitarian Response Plan for Chad,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-12-20T14:02:12.586Z,2,incoming,single,"",76,France,single,"","","",4314,"France, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",44,Chad,single,"","","","","","","","","","","","","",532,Chad 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,United Nations High Commissioner for Refugees,Email,2017-12-13T00:00:00.000Z,335320.811821992,0.335320811821992,0.971407048164127,Chad,TCD,Governments,FALSE,France,FRA,2017
160207,45175,,"",financial,2017-06-15T12:05:43.578Z,2017-05-31T00:00:00Z,,"Grands Lacs, RDC: Emergency Food Assistance (Additional Credit) (7F-09640.01.01 )","",0.974,2017-06-02T00:00:00Z,Standard,Food|Multiyear,TRUE,44000,CHF,Traditional aid,,commitment,2017-06-15T12:06:18.247Z,1,incoming,single,7F-09640.01.01,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6,Food Security,single,"","","",4536,Action Contre la Faim - Action Against Hunger International,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",49,Colombia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,48615.1912218303,0.0486151912218303,0.929236291468385,Colombia,COL,Governments,FALSE,Switzerland,CHE,2017
160208,2053388,,"",financial,2017-06-15T12:11:06.301Z,2017-05-31T00:00:00Z,,Global: UNICEF EMOPS Geneva CoreContribution 2017 (7F-04640.07 ),"",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,2e+06,CHF,Traditional aid,,commitment,2017-06-15T12:32:53.620Z,1,incoming,single,7F-04640.07,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","","",,"","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,2209758.72213861,2.20975872213861,0.929236291468385,,,Governments,FALSE,Switzerland,CHE,2017
160209,3e+05,,"",financial,2017-06-15T12:13:16.674Z,2017-06-09T00:00:00Z,2017-06-09T00:00:00Z,2017 Humanitarian Response Plan for Myanmar,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T12:13:16.674Z,1,incoming,single,"",76,France,single,"","","",4314,"France, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",153,Myanmar,single,"","","","","","","","","","","","","",545,Myanmar 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,United Nations High Commissioner for Refugees,Email,2017-06-14T00:00:00.000Z,308830.371950639,0.308830371950639,0.971407048164127,Myanmar,MMR,Governments,FALSE,France,FRA,2017
167023,326222,,"",financial,2017-12-01T08:28:25.139Z,2017-07-07T00:00:00Z,2017-07-07T00:00:00Z,"Protection of newly drought displaced IDPs through provision of emergency shelter and NFI kits and setup of gender balanced camp management committees for auto-management of new settlements of IDPs in K7-K20 in Banadir region, Somalia.",softly earmarked,,2017-11-30T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2017-12-01T08:28:25.139Z,1,internal,single,SOM-17/3485/R/Shelter/INGO/6286,206,Somalia,single,"","","",7655,Somalia Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,38,2017,single,"","","",528,Somalia 2017,single,,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,4,Emergency Shelter and NFI,single,"","","",8477,ACT Alliance / Diakonie Emergency Aid,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",206,Somalia,single,"","","",3310,Shelter and NFIs,single,"","","",,,,,528,Somalia 2017,single,,,,,48704,"Increased access to safe and secure shelter solutions for the 33,130 Internally Displaced persons and host communities in Banadir and Galgadud regions, Somalia.",single,,,,SOM-17/S-NF/100398/R/5789,,"","","","","","","",Primary,Somalia Humanitarian Fund,GMS,2017-11-30T00:00:00.000Z,374300.236456876,0.374300236456876,0.871551680244757,Somalia,SOM,Pooled Funds,FALSE,Somalia,SOM,2017
160210,1085776,2017,"",financial,2017-06-15T12:16:06.984Z,2017-05-02T00:00:00Z,2017-05-02T00:00:00Z,Humanitarian assistance for IDPS and vulnerable persons in Myanmar (part of AA-S09-321.50 MMR 06/17) (partially against the HRP),"",0.921,2017-05-13T00:00:00Z,Standard,Humanitarian aid|Multiyear,TRUE,1e+06,EUR,Traditional aid,158267,paid,2020-11-12T18:16:56.579Z,1,incoming,single,part of AA-S09-321.50 MMR 06/17,83,Germany,single,"","","",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",153,Myanmar,single,"","","","","","","","","","","","","",545,Myanmar 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary; Primary,"United Nations High Commissioner for Refugees; Germany, Government of",Email; From EDRIS,2017-06-14T00:00:00.000Z; 2017-05-13T00:00:00.000Z,1168636.36955272,1.16863636955272,0.929096533608279,Myanmar,MMR,Governments,FALSE,Germany,DEU,2017
160211,1334702,,"",financial,2017-06-15T12:29:10.026Z,2017-05-31T00:00:00Z,,"Global: UN ISDR Core Contribution 2017-2020, and Reinforcing Office Geneva 2017, Multiyear 2017-2020, 2017 portion (part of 7F-07493.18 )","",0.974,2017-06-02T00:00:00Z,Standard,Multiyear,TRUE,1300000,CHF,Traditional aid,,commitment,2017-06-15T12:29:40.611Z,1,incoming,single,part of 7F-07493.18,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",3582,UN Office for Disaster Risk Reduction,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","","",,"","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Email,2017-06-02T00:00:00.000Z,1436342.95415959,1.43634295415959,0.929236291468385,,,Governments,FALSE,Switzerland,CHE,2017
160216,989601,,"",financial,2017-06-15T12:32:40.406Z,2017-06-09T00:00:00Z,2017-06-09T00:00:00Z,Ensure international protection and assistance for refugees in Sudan,"",,2017-06-14T00:00:00Z,Standard,"",TRUE,,"",Traditional aid,,paid,2017-06-15T12:32:40.406Z,1,incoming,single,"",157,Netherlands,single,"","","",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26479,Multi-sector,single,"","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",212,Sudan,single,"","","",3519,Refugee Multi-Sector,single,"","","",,,,,584,Sudan 2017,single,,,,,51523,Ensure international protection and assistance for refugees in Sudan,single,,,,SUD-17/MS/110645/120,,"","","","","","","",Primary,United Nations High Commissioner for Refugees,Email,2017-06-14T00:00:00.000Z,1089244.44844444,1.08924444844444,0.908520581778739,Sudan,SDN,Governments,FALSE,Netherlands,NLD,2017
142140,218069,2016,"",financial,2016-05-18T12:19:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,Ghassan Kanafani Cultural Foundation(GKCF) Support to Centers in Palestine Refugee Camps (7F-09569.01),"",0.963,2016-05-18T12:19:00Z,Standard,"",TRUE,210000,CHF,Traditional aid,,commitment,2016-05-18T12:20:00Z,1,incoming,single,7F-09569.01,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,36,2016,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,3,Education,single,"","","","","","","","","",38,2017,single,"","","",124,Lebanon,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Switzerland, Government of",Other,2016-05-18T12:19:00.000Z,234675.50934263,0.23467550934263,0.929236291468385,Lebanon,LBN,Governments,FALSE,Switzerland,CHE,2017
