id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_Cluster.code,sourceObjects_Emergency.code,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationLevels,sourceObjects_Project.code,sourceObjects_UsageYear.code,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,amountUSD_defl,amountUSD_defl_millions,deflator,destination_org_country,destination_org_iso3,FTS_source_orgtype,multiyear,source_org_country,source_org_iso3,year
164833,6780660,2017,"",financial,2017-10-12T20:47:54.512Z,2017-10-02T00:00:00Z,2017-10-02T00:00:00Z,"Emergency initiative called “HoPE – Health, Protection and Education  for vulnerable refugees and hosting communities in Lebanon”. The program aims at strengthening services provision through national and local systems and empowering target communities, in order to enable vulnerable refugees and hosting communities to access to quality healthcare, education and protection services.","",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,5750000,EUR,Traditional aid,,commitment,2017-10-13T10:58:14.816Z,1,incoming,single,AID 011263,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",8924,Italian Agency for Development Cooperation,single,Governments,International Government Entities,International Actors,38,2017,single,"","","",124,Lebanon,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","",Primary,"Italy, Government of",From EDRIS,2017-10-11T00:00:00.000Z,6885517.32997643,6.88551732997643,0.984771321463395,Lebanon,LBN,Governments,FALSE,Italy,ITA,2017
164834,1945754.75,2017,"",financial,2017-10-12T20:47:56.563Z,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z,"Emergency intervention in favor of refugees, IDPs, returnee populations and hosting communities affected by Boko Haram terrorist group and by adverse climatic events, in order to improve their living conditions, strengthening their resilience, food security, and acces to protection, education and health services (in Chad, Cameroon, Niger and Nigeria)","",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,6600000,EUR,Traditional aid,,commitment,2017-10-13T11:00:17.923Z,1,incoming,single,AID 011226,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6; 10; 3; 7,Food Security; Protection; Education; Health,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,8924,Italian Agency for Development Cooperation,single,Governments,International Government Entities,International Actors,38,2017,single,"","","",44; 39; 162; 163,Chad,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,"","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Italy, Government of",From EDRIS,2017-10-11T00:00:00.000Z,1975844.24687405,1.97584424687405,0.984771321463395,Chad,TCD,Governments,FALSE,Italy,ITA,2017
164834,1945754.75,2017,"",financial,2017-10-12T20:47:56.563Z,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z,"Emergency intervention in favor of refugees, IDPs, returnee populations and hosting communities affected by Boko Haram terrorist group and by adverse climatic events, in order to improve their living conditions, strengthening their resilience, food security, and acces to protection, education and health services (in Chad, Cameroon, Niger and Nigeria)","",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,6600000,EUR,Traditional aid,,commitment,2017-10-13T11:00:17.923Z,1,incoming,single,AID 011226,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6; 10; 3; 7,Food Security; Protection; Education; Health,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,8924,Italian Agency for Development Cooperation,single,Governments,International Government Entities,International Actors,38,2017,single,"","","",44; 39; 162; 163,Cameroon,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,"","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Italy, Government of",From EDRIS,2017-10-11T00:00:00.000Z,1975844.24687405,1.97584424687405,0.984771321463395,Cameroon,CMR,Governments,FALSE,Italy,ITA,2017
164834,1945754.75,2017,"",financial,2017-10-12T20:47:56.563Z,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z,"Emergency intervention in favor of refugees, IDPs, returnee populations and hosting communities affected by Boko Haram terrorist group and by adverse climatic events, in order to improve their living conditions, strengthening their resilience, food security, and acces to protection, education and health services (in Chad, Cameroon, Niger and Nigeria)","",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,6600000,EUR,Traditional aid,,commitment,2017-10-13T11:00:17.923Z,1,incoming,single,AID 011226,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6; 10; 3; 7,Food Security; Protection; Education; Health,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,8924,Italian Agency for Development Cooperation,single,Governments,International Government Entities,International Actors,38,2017,single,"","","",44; 39; 162; 163,Niger,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,"","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Italy, Government of",From EDRIS,2017-10-11T00:00:00.000Z,1975844.24687405,1.97584424687405,0.984771321463395,Niger,NER,Governments,FALSE,Italy,ITA,2017
164834,1945754.75,2017,"",financial,2017-10-12T20:47:56.563Z,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z,"Emergency intervention in favor of refugees, IDPs, returnee populations and hosting communities affected by Boko Haram terrorist group and by adverse climatic events, in order to improve their living conditions, strengthening their resilience, food security, and acces to protection, education and health services (in Chad, Cameroon, Niger and Nigeria)","",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,6600000,EUR,Traditional aid,,commitment,2017-10-13T11:00:17.923Z,1,incoming,single,AID 011226,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6; 10; 3; 7,Food Security; Protection; Education; Health,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,8924,Italian Agency for Development Cooperation,single,Governments,International Government Entities,International Actors,38,2017,single,"","","",44; 39; 162; 163,Nigeria,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,"","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Italy, Government of",From EDRIS,2017-10-11T00:00:00.000Z,1975844.24687405,1.97584424687405,0.984771321463395,Nigeria,NGA,Governments,FALSE,Italy,ITA,2017
154454,1173959,2017,"",financial,2017-05-20T02:25:28.971Z,2017-02-27T00:00:00Z,2017-02-27T00:00:00Z,Zimbabwe Food and Nutrition Emergency Cash Transfer Programme (ECHO/-SF/BUD/2017/91004),"",0.937,2017-02-28T00:00:00Z,Standard,"",TRUE,1100000,EUR,Cash transfer programming (CTP),153306,commitment,2017-05-22T12:49:14.137Z,2,incoming,single,ECHO/-SF/BUD/2017/91004,"","","","","","",8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",2849,Save the Children,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",250,Zimbabwe,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2017-05-20T00:00:00.000Z,1286151.16594844,1.28615116594844,0.912769067183713,Zimbabwe,ZWE,Multilateral Organizations,FALSE,,,2017
164835,412736,2017,"",financial,2017-10-12T20:47:58.804Z,2017-10-10T00:00:00Z,2017-10-10T00:00:00Z,To support the Rohingyas in Bangladesh,"",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,350000,EUR,Traditional aid,,commitment,2017-10-13T10:22:11.626Z,1,incoming,single,BD.7.08.47/0001-VII.3/2017,15,Austria,single,"","","",4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,4,Emergency Shelter and NFI,single,"","","",4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,38,2017,single,"","","",19,Bangladesh,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","","",Primary,"Austria, Government of",From EDRIS,2017-10-11T00:00:00.000Z,440063.43322839,0.44006343322839,0.937901149777635,Bangladesh,BGD,Governments,FALSE,Austria,AUT,2017
164836,110970,2017,"",financial,2017-10-12T20:48:03.625Z,2017-10-03T00:00:00Z,2017-10-03T00:00:00Z,"Plague outbreak, medicine, WASH","",6.308,2017-10-11T00:00:00Z,Standard,"",TRUE,7e+05,DKK,Traditional aid,,commitment,2017-10-13T10:24:25.810Z,1,incoming,single,2016-42679,61,Denmark,single,"","","",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",2054,Danish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,38,2017,single,"","","",133,Madagascar,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,668,Madagascar Cyclone Enawo 2017,single,"","","","",Primary,"Denmark, Government of",From EDRIS,2017-10-11T00:00:00.000Z,121229.455042192,0.121229455042192,0.915371598110203,Madagascar,MDG,Governments,FALSE,Denmark,DNK,2017
164837,129262,2017,"",financial,2017-10-12T20:48:08.608Z,2017-09-29T00:00:00Z,2017-09-29T00:00:00Z,"Rohingya crisis, shelter, WASH, child protection","",6.189,2017-10-11T00:00:00Z,Standard,"",TRUE,8e+05,DKK,Traditional aid,,commitment,2017-10-13T10:27:19.025Z,1,incoming,single,2016-42296,61,Denmark,single,"","","",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,10,Protection,single,"","","",2849,Save the Children,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",19,Bangladesh,single,"","","",3920,Protection,single,"","","",,,,,628,Bangladesh: Rohingya Refugee Crisis 2017,single,,,,,51879,Save the Children requirements for protection,single,,,,BGD-17/P-HR-RL/113053/R/6079,,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","",,Primary,"Denmark, Government of",From EDRIS,2017-10-11T00:00:00.000Z,141212.596356347,0.141212596356347,0.915371598110203,Bangladesh,BGD,Governments,FALSE,Denmark,DNK,2017
164838,3537736,2017,"",financial,2019-06-28T15:48:38.469Z,2017-10-09T00:00:00Z,2017-10-09T00:00:00Z,Strengthening Access to Specialized Health Services for Refugees in Turkey - Phase II (SASH II) (ECHO/TUR/BUD/2017/91002),"",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,3e+06,EUR,Traditional aid,163596,commitment,2019-09-18T12:49:28.978Z,4,incoming,single,ECHO/TUR/BUD/2017/91002,"","","","","","",8650,European Commission - EU Facility for Refugees in Turkey,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",4405,Relief International,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",229,Türkiye,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","",Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2019-02-14T00:00:00.000Z,2998409.04458564,2.99840904458564,1.17987104074017,Türkiye,TUR,Multilateral Organizations,FALSE,Türkiye,TUR,2017
164839,8254717,2017,"",financial,2020-04-07T02:26:01.570Z,2017-10-09T00:00:00Z,2017-10-09T00:00:00Z,Improving access of most vulnerable refugees to Social Services in Turkey (ECHO/TUR/BUD/2017/91003),"",0.848,2017-10-11T00:00:00Z,Standard,"",TRUE,7e+06,EUR,Traditional aid,163596,commitment,2020-04-07T07:38:55.229Z,5,incoming,single,ECHO/TUR/BUD/2017/91003,"","","","","","",8650,European Commission - EU Facility for Refugees in Turkey,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26479,Multi-sector,single,"","","",4293,United Nations Population Fund,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",229,Türkiye,single,"","","",3479,Multi-sector,single,"","","",,,,,552,Syria regional refugee and resilience plan (3RP) 2017,single,,,,,50335,Turkey,single,,,,SRRP-17/MS/109764,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2020-04-06T00:00:00.000Z,6996287.48818308,6.99628748818308,1.17987104074017,Türkiye,TUR,Multilateral Organizations,FALSE,Türkiye,TUR,2017
164841,648585,2016,"",financial,2019-09-21T04:25:38.071Z,2017-10-11T00:00:00Z,2017-10-11T00:00:00Z,Accelerating Localisation through Partnerships (part of ECHO/ERC/BUD/2016/91026),"",0.848,2017-10-12T00:00:00Z,Standard,"",TRUE,550000,EUR,Traditional aid,152982,commitment,2019-09-23T07:33:34.792Z,3,incoming,single,ECHO/ERC/BUD/2016/91026,"","","","","","",8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,36,2016,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",2918,ACT Alliance / Christian Aid,single,NGOs,International NGOs,International Actors,38,2017,single,"","","","",,"","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2019-09-20T00:00:00.000Z,710568.558158051,0.710568558158051,0.912769067183713,,,Multilateral Organizations,FALSE,,,2017
167461,219433,,"",financial,2017-12-06T08:25:27.745Z,2017-10-19T00:00:00Z,2017-10-19T00:00:00Z,"Emergency nutrition specific and WASH sensitive response for Drought Affected People in Hawassa Zuria, Bona Zuria and Loka Abaya Districts of Sidama Zone, SNNPR.",softly earmarked,,2017-06-15T00:00:00Z,Standard,"",FALSE,,USD,Traditional aid,,commitment,2017-12-06T08:25:27.745Z,1,internal,single,ETH-17/DDA-3379/ETH-17/DDA-3379/N/INGO/6803,71,Ethiopia,single,"","","",7874,Ethiopia Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,38,2017,single,"","","",588,Ethiopia 2017,single,,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,9,Nutrition,single,"","","",3369,Plan International,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",71,Ethiopia,single,"","","",3531,Nutrition,single,"","","","","","","",588,Ethiopia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,Ethiopia Humanitarian Fund,GMS,2017-06-15T00:00:00.000Z,241335.560217319,0.241335560217319,0.909244372451388,Ethiopia,ETH,Pooled Funds,FALSE,Ethiopia,ETH,2017
164843,100236,2016,"",financial,2017-12-23T04:25:23.834Z,2017-10-11T00:00:00Z,2017-10-11T00:00:00Z,"""""African Youth Voices"""" - ECHO/UNICEF empowering voices from Children/Youth through U-Report in Africa - ahead of the AU-EU Summit (ECHO/ERC/BUD/2016/91030)","",0.848,2017-10-12T00:00:00Z,Standard,"",TRUE,85000,EUR,Traditional aid,152982,commitment,2017-12-28T13:09:23.614Z,2,incoming,single,ECHO/ERC/BUD/2016/91030,"","","","","","",8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,36,2016,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",22,Belgium,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2017-12-23T00:00:00.000Z,109815.290201794,0.109815290201794,0.912769067183713,Belgium,BEL,Multilateral Organizations,FALSE,,,2017
164844,3183962,2017,"",financial,2019-06-28T15:48:38.235Z,2017-10-11T00:00:00Z,2017-10-11T00:00:00Z,PIPS - Providing Integrated Protection Services for the most vulnerable people in Mardin Province (ECHO/TUR/BUD/2017/91004),"",0.848,2017-10-12T00:00:00Z,Standard,"",TRUE,2700000,EUR,Traditional aid,163596,commitment,2019-09-18T12:49:28.978Z,3,incoming,single,ECHO/TUR/BUD/2017/91004,"","","","","","",8650,European Commission - EU Facility for Refugees in Turkey,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGOs,International NGOs,International Actors,38,2017,single,"","","",229,Türkiye,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","",Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2019-04-17T00:00:00.000Z,2698567.80110698,2.69856780110698,1.17987104074017,Türkiye,TUR,Multilateral Organizations,FALSE,Türkiye,TUR,2017
164848,79264,2017,"",financial,2017-10-13T02:25:11.262Z,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z,Food and shelter to Rohingya refugees,"",6.308,2017-10-13T00:00:00Z,Standard,"",TRUE,5e+05,DKK,Traditional aid,,commitment,2017-10-13T09:59:59.686Z,1,incoming,single,2016-42658,61,Denmark,single,"","","",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6,Food Security,single,"","","",8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",19,Bangladesh,single,"","","",3915,Food Security,single,"","","",,,,,628,Bangladesh: Rohingya Refugee Crisis 2017,single,,,,,52251,ACT Alliance/ DanChurchAid requirements for food security,single,,,,BGD-17/F/113431/R/5328,,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","",,Primary,"Denmark, Government of",From EDRIS,2017-10-13T00:00:00.000Z,86592.1557579912,0.0865921557579912,0.915371598110203,Bangladesh,BGD,Governments,FALSE,Denmark,DNK,2017
164849,22704,2017,"",financial,2017-10-13T02:25:13.135Z,2017-09-26T00:00:00Z,2017-09-26T00:00:00Z,"Secondment to UCP/ERCC of logistics officer contributing to rapid, effective and appropriate rneeds assessments.","",7.928,2017-10-13T00:00:00Z,Standard,"",TRUE,180000,SEK,Traditional aid,,commitment,2017-10-13T10:05:24.938Z,1,incoming,single,"",216,Sweden,single,"","","",2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,8,Logistics,single,"","","",2884,Swedish Civil Contingencies Agency (MSB),single,Governments,International Government Entities,International Actors,38,2017,single,"","","",63,Dominica,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,706,DOMINICA - Hurricane Maria - September 2017,single,"","","","",Primary,"Sweden, Government of",From EDRIS,2017-10-13T00:00:00.000Z,22312.8397557976,0.0223128397557976,1.01753072439382,Dominica,DMA,Governments,FALSE,Sweden,SWE,2017
154455,533618,2017,"",financial,2017-02-28T02:25:19.308Z,2017-02-17T00:00:00Z,2017-02-17T00:00:00Z,Food assistance for the Swaziland Shiselweni region drought affected rural population (ECHO/-SF/BUD/2017/91003),"",0.937,2017-02-28T00:00:00Z,Standard,"",TRUE,5e+05,EUR,Traditional aid,153306,commitment,2017-05-16T13:49:13.395Z,1,incoming,single,ECHO/-SF/BUD/2017/91003,"","","","","","",8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6,Food Security,single,"","","",2057,Finnish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,38,2017,single,"","","",215,Eswatini,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2017-02-28T00:00:00.000Z,584614.465131298,0.584614465131298,0.912769067183713,Eswatini,SWZ,Multilateral Organizations,FALSE,,,2017
164850,134965,2017,"",financial,2017-10-13T02:25:14.008Z,2017-09-28T00:00:00Z,2017-09-28T00:00:00Z,Food support to Rohingya refugees,"",7.928,2017-10-13T00:00:00Z,Standard,"",TRUE,1070000,SEK,Traditional aid,,commitment,2017-10-13T09:44:40.779Z,1,incoming,single,"",216,Sweden,single,"","","",2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,6,Food Security,single,"","","",4345,Swedish Mission Council,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",19,Bangladesh,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","","",Primary,"Sweden, Government of",From EDRIS,2017-10-13T00:00:00.000Z,132639.72945918,0.13263972945918,1.01753072439382,Bangladesh,BGD,Governments,FALSE,Sweden,SWE,2017
164851,102170,2017,"",financial,2017-10-13T02:25:14.733Z,2017-09-27T00:00:00Z,2017-09-27T00:00:00Z,Secondment of WASH specialist to UNICEF to aleviate population affected by conflict,"",7.928,2017-10-13T00:00:00Z,Standard,"",TRUE,810000,SEK,Traditional aid,,commitment,2017-10-13T09:43:16.035Z,1,incoming,single,"",216,Sweden,single,"","","",2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,11,Water Sanitation Hygiene,single,"","","",2884,Swedish Civil Contingencies Agency (MSB),single,Governments,International Government Entities,International Actors,38,2017,single,"","","",19,Bangladesh,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","","",Primary,"Sweden, Government of",From EDRIS,2017-10-13T00:00:00.000Z,100409.744443704,0.100409744443704,1.01753072439382,Bangladesh,BGD,Governments,FALSE,Sweden,SWE,2017
