id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_Cluster.code,sourceObjects_Emergency.code,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationLevels,sourceObjects_Project.code,sourceObjects_UsageYear.code,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,fullParkedAmountUSD,amountUSD_defl,amountUSD_defl_millions,deflator,destination_org_country,destination_org_iso3,FTS_source_orgtype,multiyear,source_org_country,source_org_iso3,year
175160,508130,,"",financial,2018-09-28T13:50:20.695Z,2017-12-11T00:00:00Z,2017-12-11T00:00:00Z,Outside the HRP (7F-09282.18),"",0.984,2018-04-12T00:00:00Z,Standard,"",TRUE,5e+05,CHF,Traditional aid,,paid,2018-09-28T13:50:20.695Z,3,incoming,single,B0024,217,Switzerland,single,"","","",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",1,Afghanistan,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,United Nations High Commissioner for Refugees,Email,2018-08-28T00:00:00.000Z,,538944.948127955,0.538944948127955,0.942823569949043,Afghanistan,AFG,Governments,FALSE,Switzerland,CHE,2018
175163,464239,,"",financial,2018-05-23T13:27:31.564Z,2017-01-31T00:00:00Z,2017-01-31T00:00:00Z,Towards a Universal Access of Vulnerable Girls and Boys to a Quality Primary Education in 10 Countries,"",,2018-05-20T00:00:00Z,Standard,Multiyear,TRUE,,"",Traditional aid,175161,commitment,2018-05-23T13:27:31.564Z,1,incoming,single,EAA/EAC/CT/16/2016,"","","","","","",7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,3,Education,single,"","","",4763,Handicap International - Humanity & Inclusion,single,NGOs,International NGOs,International Actors,39,2018,single,"","","",224,Togo,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,Education Above All Foundation,Email,2018-05-20T00:00:00.000Z,,580515.981673396,0.580515981673396,0.799700636426554,Togo,TGO,Private Organizations,FALSE,Qatar,QAT,2018
175164,623602,,"",financial,2018-05-23T13:27:53.821Z,2018-02-15T00:00:00Z,2018-02-15T00:00:00Z,Outside the HRP,"",0.805,2018-05-16T00:00:00Z,Standard,"",TRUE,502000,EUR,Traditional aid,,paid,2018-05-23T13:32:15.129Z,1,incoming,single,"",110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",1,Afghanistan,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,United Nations High Commissioner for Refugees,Email,2018-05-16T00:00:00.000Z,,598245.421251621,0.598245421251621,1.04238491068654,Afghanistan,AFG,Governments,FALSE,Italy,ITA,2018
175166,385200,,"",financial,2018-05-23T13:29:23.270Z,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z,Outside the HRP,"",0.805,2018-05-16T00:00:00Z,Standard,"",TRUE,,EUR,Traditional aid,,paid,2018-05-24T08:35:33.025Z,1,incoming,single,"",112,Japan,single,"","","",4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",1,Afghanistan,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,United Nations High Commissioner for Refugees,Email,2018-05-16T00:00:00.000Z,,329194.047443165,0.329194047443165,1.17013051418101,Afghanistan,AFG,Governments,FALSE,Japan,JPN,2018
175168,3792030,,"",financial,2020-01-31T16:04:53.611Z,2018-02-28T00:00:00Z,2018-02-28T00:00:00Z,Improving access to quality and inclusive education with gender equality for out-of-school children in Iraq,"",,2018-05-20T00:00:00Z,Standard,Multiyear,TRUE,,"",Traditional aid,175167,commitment,2020-01-31T16:07:09.336Z,2,incoming,single,EAA/EAC/CT/01/2018,"","","","","","",7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,3,Education,single,"","","",2993,"United Nations Educational, Scientific and Cultural Organization",single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",106,Iraq,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,Education Above All Foundation,Email,2018-05-20T00:00:00.000Z,,4741811.90719644,4.74181190719644,0.799700636426554,Iraq,IRQ,Private Organizations,FALSE,Qatar,QAT,2018
175179,18645,,"",financial,2018-05-23T13:59:54.722Z,2014-09-08T00:00:00Z,2014-09-08T00:00:00Z,Strengthening Education System for Out of School Children (UNESCO Asia and Pacific Regional Bureau for Education - UNESCO Bangkok),"",,2018-05-20T00:00:00Z,Standard,Multiyear,TRUE,,"",Traditional aid,175173,commitment,2018-06-11T11:36:00.735Z,1,incoming,single,EAA/EAC/CT/SW/60/2014,"","","","","","",7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,34,2014,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,3,Education,single,"","","",2993,"United Nations Educational, Scientific and Cultural Organization",single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",153,Myanmar,single,"","","",4205,Education,single,"","","","","","","",655,Myanmar Interim Humanitarian Response Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,Education Above All Foundation,Email,2018-05-20T00:00:00.000Z,,23314.9745676267,0.0233149745676267,0.799700636426554,Myanmar,MMR,Private Organizations,FALSE,Qatar,QAT,2018
175181,1990433,,"",financial,2018-05-23T14:03:02.452Z,2017-05-29T00:00:00Z,2017-05-29T00:00:00Z,Mainstreaming Out of Primary School Children in Pakistan,"",,2018-05-20T00:00:00Z,Standard,Multiyear,TRUE,,"",Traditional aid,175180,commitment,2018-05-23T14:06:53.333Z,1,incoming,single,EAA/EAC/CT/08/2016,"","","","","","",7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,3,Education,single,"","","",2993,"United Nations Educational, Scientific and Cultural Organization",single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",169,Pakistan,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,Education Above All Foundation,Email,2018-05-20T00:00:00.000Z,,2488972.63467766,2.48897263467766,0.799700636426554,Pakistan,PAK,Private Organizations,FALSE,Qatar,QAT,2018
175184,323,,"",financial,2018-05-23T14:07:26.219Z,2018-04-27T00:00:00Z,2018-04-27T00:00:00Z,2018 HRP for Bangladesh,"",0.8111,2018-05-16T00:00:00Z,Standard,"",TRUE,262,EUR,Traditional aid,,paid,2018-05-23T14:07:26.219Z,1,incoming,single,"",209,Spain,single,"","","",5319,"Spain, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",19,Bangladesh,single,"","","","","","","","","","","","","",656,Rohingya Humanitarian Crisis Joint Response Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,United Nations High Commissioner for Refugees,Email,2018-05-16T00:00:00.000Z,,317.368754433739,0.000317368754433739,1.01774354118857,Bangladesh,BGD,Governments,FALSE,Spain,ESP,2018
175191,9641873,,"",financial,2018-05-31T04:25:16.176Z,2018-05-23T00:00:00Z,2018-05-18T00:00:00Z,2018 portion of 2018-2021 multi-year contribution of 23 mil GBP   [OCT 6087],softly earmarked,0.726,2018-05-24T00:00:00Z,Standard,"",TRUE,7e+06,GBP,Traditional aid,,paid,2018-05-31T06:39:26.681Z,3,incoming,single,OCT 6087,236,United Kingdom,single,"","","",2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",7874,Ethiopia Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,39,2018,single,"","","",71,Ethiopia,single,"","","","","","","","","","","","","",660,Ethiopia Humanitarian and Disaster Resilience Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2018-05-31T00:00:00.000Z,,10101041.0358262,10.1010410358262,0.954542503668913,Ethiopia,ETH,Governments,FALSE,United Kingdom,GBR,2018
175195,603865,2018,"",financial,2018-05-24T04:25:57.473Z,2018-05-23T00:00:00Z,2018-05-23T00:00:00Z,To support the affected population,"",0.828,2018-05-23T00:00:00Z,Standard,"",TRUE,5e+05,EUR,Traditional aid,,commitment,2018-05-24T09:14:05.816Z,1,incoming,single,SS.7.02.01/0001-VII.3/2018,15,Austria,single,"","","",4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,6,Food Security,single,"","","",2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,39,2018,single,"","","",211,South Sudan,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Austria, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,598976.266887835,0.598976266887835,1.00816181438635,South Sudan,SSD,Governments,FALSE,Austria,AUT,2018
175196,603865,2018,"",financial,2018-09-05T10:13:31.648Z,2018-05-23T00:00:00Z,2018-05-23T00:00:00Z,To support the affected population,"",0.828,2018-05-23T00:00:00Z,Standard,"",TRUE,5e+05,EUR,Traditional aid,,paid,2018-09-05T10:13:31.648Z,2,incoming,single,10033040	2809-01/2018	AUS-C-00048-01	200712,15,Austria,single,"","","",4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,6,Food Security,single,"","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",71,Ethiopia,single,"","","",4252,Food,single,"","","","","","","",660,Ethiopia Humanitarian and Disaster Resilience Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,World Food Programme,Email,2018-09-03T00:00:00.000Z,,598976.266887835,0.598976266887835,1.00816181438635,Ethiopia,ETH,Governments,FALSE,Austria,AUT,2018
175197,1234568,2018,"",financial,2018-05-24T04:25:58.461Z,2018-04-11T00:00:00Z,2018-04-11T00:00:00Z,"Scale up the use of U-Report as a tool to strengthen engagement among 150,000 young people affected by crises in Borno, Adamawa and Yobe states in North East Nigeria","",0.81,2018-05-23T00:00:00Z,Standard,"",TRUE,1e+06,EUR,Traditional aid,,commitment,2018-05-24T09:17:17.248Z,1,incoming,single,PJ/2018/05 - 1433,22,Belgium,single,"","","",2927,"Belgium, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",163,Nigeria,single,"","","","","","","","","","","","","",642,Nigeria Humanitarian Response Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,"Belgium, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,1250925.99651297,1.25092599651297,0.98692328997993,Nigeria,NGA,Governments,FALSE,Belgium,BEL,2018
175198,61728,2018,"",financial,2018-05-24T04:26:01.794Z,2018-03-28T00:00:00Z,2018-03-28T00:00:00Z,The contribution is made in response to the Joint Response Plan for Rohingya Humanitarian Crisis 2018. Estonia supports UNHCR’s invaluable efforts to alleviate the humanitarian situation and to provide much needed humanitarian assistance to Rohingya refugees and host communities affected by the humanitarian emergency.,"",0.81,2018-05-23T00:00:00Z,Standard,"",TRUE,50000,EUR,Traditional aid,,paid,2018-05-24T10:28:55.303Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",19,Bangladesh,single,"","","","","","","","","","","","","",656,Rohingya Humanitarian Crisis Joint Response Plan 2018,single,,,,,,"","",,,,"",,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","",,Primary; Primary,"Estonia, Government of; United Nations High Commissioner for Refugees",From EDRIS; Email,2018-05-23T00:00:00.000Z; 2018-05-16T00:00:00.000Z,,70268.466515392,0.070268466515392,0.878459472094482,Bangladesh,BGD,Governments,FALSE,Estonia,EST,2018
175199,61710,2018,"",in kind,2018-05-24T04:26:02.270Z,2018-04-08T00:00:00Z,2018-04-08T00:00:00Z,"Deployment of Estonian Rescue Borad experts to the IHP missioon to Cox's Bazar - Bangladesh, in support of WFP.","",0.81,2018-05-23T00:00:00Z,Standard,"",TRUE,49985,EUR,Traditional aid,,commitment,2018-05-24T10:25:25.014Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,8,Logistics,single,"","","","","","","","","",39,2018,single,"","","",19,Bangladesh,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,704,BANGLADESH - Rohingya Refugee Crisis (from 2017),single,"","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,70247.9760994174,0.0702479760994174,0.878459472094482,Bangladesh,BGD,Governments,FALSE,Estonia,EST,2018
175200,37037,2018,"",financial,2018-05-24T04:26:02.829Z,2018-03-28T00:00:00Z,2018-03-28T00:00:00Z,To fund WFP food assistance operations in Yemen as pledged in Geneva at the 3rd of April 2018 Pledging Conference for Yemen.Estonia continues to acknowledge the importance of activities of World Food Programme and supports WFP's actions to tackle food insecurity and adress the risk of famine inYemen.,"",0.81,2018-05-23T00:00:00Z,Standard,"",TRUE,30000,EUR,Traditional aid,,paid,2018-05-24T10:31:07.897Z,1,incoming,single,10032974  / EST 12-/2253 / EST-C-00025-01,70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",248,Yemen,single,"","","","","","","","","","","","","",657,Yemen Humanitarian Response Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary; Primary,"Estonia, Government of; World Food Programme",From EDRIS; Email,2018-05-23T00:00:00.000Z; 2018-05-04T00:00:00.000Z,,42161.3075805238,0.0421613075805238,0.878459472094482,Yemen,YEM,Governments,FALSE,Estonia,EST,2018
175201,245399,2018,"",financial,2018-05-24T04:26:03.302Z,2018-03-28T00:00:00Z,2018-03-28T00:00:00Z,"At an Extraordinary UNRWA Ministerial Conference in Rome on 15 March 2018, Estonia pledged additional non-earmarked contribution of 200 000 euros to support the activities of UNRWA in 2018. Estonia acknowledges a significant role of UNRWA in the region as an emergency service provider, including education, healthcare and emergency food assistance and we find it extremely important that UNRWA can continue its valuable work.","",0.815,2018-05-23T00:00:00Z,Standard,"",TRUE,2e+05,EUR,Traditional aid,,commitment,2018-05-24T10:23:54.407Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",3035,United Nations Relief and Works Agency for Palestine Refugees in the Near East,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",171,Occupied Palestinian Territory,single,"","","","","","","","","","","","","",633,Occupied Palestinian Territory Humanitarian Response Strategy 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,279351.532763263,0.279351532763263,0.878459472094482,Occupied Palestinian Territory,,Governments,FALSE,Estonia,EST,2018
175202,49689,2018,"",financial,2018-05-24T04:26:03.767Z,2018-02-18T00:00:00Z,2018-02-18T00:00:00Z,The main focus ist o raise the readiness of the Support unit (equipment and Training) in EDRT (through Estonian Rescue Board),"",0.805,2018-05-23T00:00:00Z,Standard,"",TRUE,40000,EUR,Traditional aid,,commitment,2018-05-24T08:38:13.727Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,8,Logistics,single,"","","","","","","","","",39,2018,single,"","","","","","","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,56563.7932977468,0.0565637932977468,0.878459472094482,"",,Governments,FALSE,Estonia,EST,2018
175203,24540,2018,"",financial,2018-05-24T04:26:05.047Z,2018-03-18T00:00:00Z,2018-03-18T00:00:00Z,To raise the Estonian Disaster Relief Team (EMT) medical prepardness during humanitarian and rescue missions (through The North Estonia Medical Centre),"",0.815,2018-05-23T00:00:00Z,Standard,"",TRUE,20000,EUR,Traditional aid,,commitment,2018-05-24T08:26:49.889Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,7,Health,single,"","","","","","","","","",39,2018,single,"","","","","","","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,27935.2671119706,0.0279352671119706,0.878459472094482,"",,Governments,FALSE,Estonia,EST,2018
175204,33064,2018,"",financial,2018-05-24T04:26:06.234Z,2018-03-18T00:00:00Z,2018-03-18T00:00:00Z,The pilot project in Uganda to test digital competencies educational package which is adapted to education in emergencies situation.,"",0.815,2018-05-23T00:00:00Z,Standard,"",TRUE,26947,EUR,Traditional aid,,commitment,2018-05-24T07:34:26.163Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,3,Education,single,"","","",3094,NGO Mondo,single,NGOs,International NGOs,International Actors,39,2018,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,37638.6174323633,0.0376386174323633,0.878459472094482,Uganda,UGA,Governments,FALSE,Estonia,EST,2018
175205,22854,2018,"",financial,2018-05-24T04:26:06.816Z,2018-03-18T00:00:00Z,2018-03-18T00:00:00Z,"To increase the capacity of Estonian Refugee Council in the humanitarian aid provision, mainly lively hoods sector.","",0.815,2018-05-23T00:00:00Z,Standard,"",TRUE,18626,EUR,Traditional aid,,commitment,2018-05-24T08:36:41.966Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",3098,Estonian Refugee Council,single,NGOs,International NGOs,International Actors,39,2018,single,"","","","","","","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,26015.998149021,0.026015998149021,0.878459472094482,"",,Governments,FALSE,Estonia,EST,2018
175206,16645,2018,"",financial,2018-05-24T04:26:07.351Z,2018-03-11T00:00:00Z,2018-03-11T00:00:00Z,The overall objective of the project is through building the capacity of the Estonian Disaster Management Experts (EDME) NGO to further develop and sustain the platform established to support the mission preparedness of Estonian experts in UNDAC (United Nation Disaster Assessment and Coordination) team operating under the auspices of UN/OCHA (through NGO Estonian Disaster Management Experts),"",0.815,2018-05-23T00:00:00Z,Standard,"",TRUE,13566,EUR,Traditional aid,,commitment,2018-05-24T08:35:50.228Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,26480,Coordination and support services,single,"","","","","","","","","",39,2018,single,"","","","","","","","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,18947.9429942441,0.0189479429942441,0.878459472094482,"",,Governments,FALSE,Estonia,EST,2018
175207,85036,2018,"",financial,2018-05-24T04:26:07.970Z,2018-05-23T00:00:00Z,2018-05-23T00:00:00Z,"The goal of this project is to enhance sustainable livelihoods of Syrian refugees living in Lebanon and Jordan. In Jordan, entrepreneurship courses targeting Syrian refugees and vulnerable local populations are carried out, followed by providing selected participants with grants necessary to start a sustainable business and providing them with extensive follow-up. In Lebanon, vocational training courses in three sectors (carpentry, sewing and knitting) targeting vulnerable Syrian refugees are provided, followed by establishment of a sustainable social enterprise which provides sustainable employment also after the end of the project. As the result of the project, 180 families have enhanced their livelihoods in a sustainable manner.","",0.828,2018-05-23T00:00:00Z,Standard,"",TRUE,70410,EUR,Traditional aid,,commitment,2018-05-24T08:46:00.818Z,1,incoming,single,"",70,Estonia,single,"","","",3003,"Estonia, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,3,Education,single,"","","",3098,Estonian Refugee Council,single,NGOs,International NGOs,International Actors,39,2018,single,"","","",114,Jordan,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",,Primary,"Estonia, Government of",From EDRIS,2018-05-23T00:00:00.000Z,,96801.2784895488,0.0968012784895488,0.878459472094482,Jordan,JOR,Governments,FALSE,Estonia,EST,2018
