id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_Cluster.code,sourceObjects_Emergency.code,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationLevels,sourceObjects_Project.code,sourceObjects_UsageYear.code,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,fullParkedAmountUSD,amountUSD_defl,amountUSD_defl_millions,deflator,destination_org_country,destination_org_iso3,FTS_source_orgtype,multiyear,source_org_country,source_org_iso3,year
181603,332400,2018,"",in kind,2018-10-15T16:39:39.670Z,2018-06-15T00:00:00Z,,In-Kind: Humanitarian Assistance for Food Security Sector (USAID/FFP),"",,2018-09-07T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,commitment,2018-10-15T16:40:00.811Z,1,incoming,single,AID-FFP-A-14-00008,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,6,Food Security,single,"","","",5373,Catholic Relief Services,single,NGOs,International NGOs,International Actors,39,2018,single,"","","",133,Madagascar,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"United States of America, Government of",Email,2018-09-07T00:00:00.000Z,,383533.875016361,0.383533875016361,0.866677030772889,Madagascar,MDG,Governments,FALSE,United States,USA,2018
181604,2e+06,2018,"",financial,2018-10-25T09:16:07.926Z,2018-10-24T00:00:00Z,,Nutrition (USAID/FFP),"",,2018-09-07T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,paid,2018-10-25T09:16:07.926Z,2,incoming,single,SM180338,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,9,Nutrition,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",116,Kenya,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,United Nations Children's Fund,Email,2018-10-24T00:00:00.000Z,,2307664.71128978,2.30766471128978,0.866677030772889,Kenya,KEN,Governments,FALSE,United States,USA,2018
181605,2700000,2018,"",financial,2018-10-20T04:25:10.331Z,2018-10-18T00:00:00Z,2018-10-15T00:00:00Z,Nutrition Emergency Response in Sudan,"",,2018-10-16T00:00:00Z,Standard,Underfunded,FALSE,,"",Traditional aid,178704,paid,2018-10-23T07:54:56.723Z,3,internal,single,18-UF-CEF-099,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,9,Nutrition,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",212,Sudan,single,"","","",3987,Nutrition,single,"","","",,,,,635,Sudan Humanitarian Response Plan 2018,single,,,,,55624,Nutrition Emergency Response in Sudan,single,,,,SUD-18/N/116327/124,,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,2859116.25647683,2.85911625647683,0.944347748673604,Sudan,SDN,Pooled Funds,FALSE,,,2018
181606,720000,2018,"",financial,2018-10-20T04:25:11.573Z,2018-10-18T00:00:00Z,2018-10-15T00:00:00Z,Nutrition Emergency Response in Sudan,"",,2018-10-16T00:00:00Z,Standard,Underfunded,FALSE,,"",Traditional aid,178704,paid,2018-10-23T08:35:18.519Z,3,internal,single,18-UF-CEF-099,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,7,Health,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",212,Sudan,single,"","","",3985,Health,single,"","","",,,,,635,Sudan Humanitarian Response Plan 2018,single,,,,,55666,Provision of an integrated package of life-saving health interventions to the vulnerable non-refugees populations in Sudan.,single,,,,SUD-18/H/117578/124,,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,762431.001727156,0.762431001727156,0.944347748673604,Sudan,SDN,Pooled Funds,FALSE,,,2018
181607,5e+05,2018,"",financial,2018-10-20T04:25:12.529Z,2018-10-18T00:00:00Z,2018-10-15T00:00:00Z,Nutrition Emergency Response in Sudan,"",,2018-10-16T00:00:00Z,Standard,Underfunded,FALSE,,"",Traditional aid,178704,paid,2018-10-23T08:33:51.893Z,3,internal,single,18-UF-CEF-099,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,26479,Multi-sector,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",212,Sudan,single,"","","",3989,Refugee Multi-Sector,single,"","","",,,,,635,Sudan Humanitarian Response Plan 2018,single,,,,,55615,Provision of an integrated package of life-saving interventions and protection to South Sudanese Refugees children in Sudan,single,,,,SUD-18/MS/115779/124,,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,529465.973421636,0.529465973421636,0.944347748673604,Sudan,SDN,Pooled Funds,FALSE,,,2018
181608,962874,2018,"",financial,2018-10-20T04:25:14.504Z,2018-10-19T00:00:00Z,2018-10-15T00:00:00Z,"Improving access to life-saving essential medicines, medical services and prevention and control of communicable disease in the earthquake tsunami and land liquefaction on Central Sulawesi population affected area",unearmarked,,2018-10-16T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2018-10-23T08:33:03.115Z,3,internal,single,18-RR-WHO-043,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,7,Health,single,"","","",4398,World Health Organization,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",104,Indonesia,single,"","","","","","","","","","","","","",669,Indonesia Central Sulawesi Earthquake Response Plan 2018,single,,,,,,"","",,,,"",,708,INDONESIA: Tsunami/Earthquake – September 2018,single,"","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,1019618.03938477,1.01961803938477,0.944347748673604,Indonesia,IDN,Pooled Funds,FALSE,,,2018
181609,249910,2018,"",financial,2019-01-05T04:25:21.983Z,2018-10-17T00:00:00Z,2018-10-15T00:00:00Z,Provision of emergency WASH assistance to conflict affected children and their families,"",,2018-10-16T00:00:00Z,Standard,Underfunded,FALSE,,"",Traditional aid,178702,paid,2019-01-07T11:09:19.880Z,5,internal,single,18-UF-CEF-107,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,11,Water Sanitation Hygiene,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",127,Libya,single,"","","",4021,WASH,single,"","","",,,,,636,Libya Humanitarian Response Plan 2018,single,,,,,52302,Provision of basic WASH facilities in schools and health facilities,single,,,,HLBY18/WSH/52302/1,,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2019-01-05T00:00:00.000Z,,264637.682835602,0.264637682835602,0.944347748673604,Libya,LBY,Pooled Funds,FALSE,,,2018
181610,250000,2018,"",financial,2019-01-05T04:25:24.561Z,2018-10-17T00:00:00Z,2018-10-15T00:00:00Z,Provision of emergency WASH assistance to conflict affected children and their families,"",,2018-10-16T00:00:00Z,Standard,Underfunded,FALSE,,"",Traditional aid,178702,paid,2019-01-07T11:08:39.290Z,5,internal,single,18-UF-CEF-107,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,11,Water Sanitation Hygiene,single,"","","",2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",127,Libya,single,"","","",4021,WASH,single,"","","",,,,,636,Libya Humanitarian Response Plan 2018,single,,,,,52311,Provision of technical support to service providers to restore basic water and sanitation services,single,,,,HLBY18/WSH/52311/1,,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2019-01-05T00:00:00.000Z,,264732.986710818,0.264732986710818,0.944347748673604,Libya,LBY,Pooled Funds,FALSE,,,2018
181611,850167,2018,"",financial,2018-10-31T04:25:18.204Z,2018-10-18T00:00:00Z,2018-10-15T00:00:00Z,To establish and maintain common logistics and emergency telecommunications services in support of the humanitarian community in Libya,"",,2018-10-16T00:00:00Z,Standard,Underfunded,FALSE,,"",Traditional aid,178702,paid,2018-10-31T09:03:48.685Z,5,internal,single,18-UF-WFP-059,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",127,Libya,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-31T00:00:00.000Z,,900268.996451904,0.900268996451904,0.944347748673604,Libya,LBY,Pooled Funds,FALSE,,,2018
181612,146956,2018,"",financial,2018-10-20T04:25:25.438Z,2018-10-19T00:00:00Z,2018-10-15T00:00:00Z,Recovery Programme for the floods affected communities in selected Districts of Khamouane Province,unearmarked,,2018-10-16T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2018-10-23T08:20:25.686Z,3,internal,single,18-RR-WHO-042,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,7,Health,single,"","","",4398,World Health Organization,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",122,Lao People's Democratic Republic,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,155616.4031803,0.1556164031803,0.944347748673604,Lao People's Democratic Republic,LAO,Pooled Funds,FALSE,,,2018
181614,831847,2018,"",financial,2020-05-15T02:25:13.636Z,2018-10-18T00:00:00Z,2018-10-15T00:00:00Z,Emergency agriculture support to flood affected communities in Khammoune province,unearmarked,,2018-10-16T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2020-05-15T03:07:35.584Z,4,internal,single,18-RR-FAO-028,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,26512,Agriculture,single,"","","",4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",122,Lao People's Democratic Republic,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,Central Emergency Response Fund,From CERF,2020-05-15T00:00:00.000Z,,880869.363185735,0.880869363185735,0.944347748673604,Lao People's Democratic Republic,LAO,Pooled Funds,FALSE,,,2018
181615,2999277,2018,"",financial,2018-10-20T04:25:29.467Z,2018-10-17T00:00:00Z,2018-10-15T00:00:00Z,Lifesaving Emergency Shelter and CCCM Response for Earthquake and Tsunami affected population in Central Sulawesi,unearmarked,,2018-10-16T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2018-10-23T08:17:08.481Z,3,internal,single,18-RR-IOM-034,"","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,1; 4,Camp Coordination / Management; Emergency Shelter and NFI,shared; shared,NULL; NULL,NULL; NULL,NULL; NULL,2986,International Organization for Migration,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",104,Indonesia,single,"","","",4347; 4343,Shelter; Camp Management,shared; shared,NULL; NULL,NULL; NULL,NULL; NULL,"","","","",669,Indonesia Central Sulawesi Earthquake Response Plan 2018,single,,,,,,"","",,,,"",,708,INDONESIA: Tsunami/Earthquake – September 2018,single,"","","",,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,3176030.23273225,3.17603023273225,0.944347748673604,Indonesia,IDN,Pooled Funds,FALSE,,,2018
181616,1169591,,"",financial,2018-11-08T04:25:13.964Z,2018-11-06T00:00:00Z,2018-10-11T00:00:00Z,oPt - OCHA Office  [OCT 6162];[Pol-10S09-11-321.50 PSE 02/18],"",0.855,2018-10-16T00:00:00Z,Standard,"",TRUE,1e+06,EUR,Traditional aid,,paid,2018-11-08T09:22:23.751Z,3,incoming,single,[OCT 6162];[Pol-10S09-11-321.50 PSE 02/18],83,Germany,single,"","","",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,26480,Coordination and support services,single,"","","",4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",171,Occupied Palestinian Territory,single,"","","",3974,Coordination and Support Services,single,"","","",,,,,633,Occupied Palestinian Territory Humanitarian Response Strategy 2018,single,,,,,53415,Strengthening Humanitarian Coordination and Advocacy in the occupied Palestinian territory,single,,,,OPT-18/CSS/114479/119,,"","","","","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2018-11-08T00:00:00.000Z,,1181183.46481108,1.18118346481108,0.990185720375847,Occupied Palestinian Territory,,Governments,FALSE,Germany,DEU,2018
181618,2339181,,"",financial,2018-10-26T04:25:14.591Z,2018-10-24T00:00:00Z,2018-10-11T00:00:00Z,Ethiopia - CBPF [OCT 6233],softly earmarked,0.855,2018-10-16T00:00:00Z,Standard,"",TRUE,2e+06,EUR,Traditional aid,,paid,2018-10-26T08:54:32.254Z,3,incoming,single,OCT 6233,83,Germany,single,"","","",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",7874,Ethiopia Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,39,2018,single,"","","",71,Ethiopia,single,"","","","","","","","","","","","","",660,Ethiopia Humanitarian and Disaster Resilience Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2018-10-26T00:00:00.000Z,,2362365.91971061,2.36236591971061,0.990185720375847,Ethiopia,ETH,Governments,FALSE,Germany,DEU,2018
181619,1169591,,"",financial,2018-11-07T04:25:13.354Z,2018-11-05T00:00:00Z,2018-10-11T00:00:00Z,Myanmar - CBPF [OCT 6238],softly earmarked,0.855,2018-10-16T00:00:00Z,Standard,"",TRUE,1e+06,EUR,Traditional aid,,paid,2018-11-07T08:44:49.302Z,3,incoming,single,OCT 6238,83,Germany,single,"","","",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",8017,Myanmar Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,39,2018,single,"","","",153,Myanmar,single,"","","","","","","","","","","","","",655,Myanmar Interim Humanitarian Response Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2018-11-07T00:00:00.000Z,,1181183.46481108,1.18118346481108,0.990185720375847,Myanmar,MMR,Governments,FALSE,Germany,DEU,2018
181620,5847953,,"",financial,2018-10-18T04:26:05.603Z,2018-10-12T00:00:00Z,2018-10-11T00:00:00Z,"Syria, CBPF in Turkey  [OCT 6256]",softly earmarked,0.855,2018-10-16T00:00:00Z,Standard,"",TRUE,5e+06,EUR,Traditional aid,,paid,2018-10-18T09:59:54.108Z,2,incoming,single,OCT 6256,157,Netherlands,single,"","","",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",8125,Syria Cross-border Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,39,2018,single,"","","",218,Syrian Arab Republic,single,"","","","","","","","","","","","","",629,Syrian Arab Republic Humanitarian Response Plan 2018,single,,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2018-10-18T00:00:00.000Z,,6000419.53636624,6.00041953636624,0.97459068729408,Syrian Arab Republic,SYR,Governments,FALSE,Netherlands,NLD,2018
181621,11169514,,"",financial,2018-10-24T04:25:30.934Z,2018-10-22T00:00:00Z,2018-10-11T00:00:00Z,Iraq - CBPF [OCT 6263],softly earmarked,0.761,2018-10-16T00:00:00Z,Standard,"",TRUE,8500000,GBP,Traditional aid,,paid,2018-10-24T09:47:40.418Z,3,incoming,single,OCT 6263,236,United Kingdom,single,"","","",2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",7958,Iraq Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,39,2018,single,"","","",106,Iraq,single,"","","","","","","","","","","","","",634,Iraq Humanitarian Response Plan 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2018-10-24T00:00:00.000Z,,11701431.7927892,11.7014317927892,0.954542503668913,Iraq,IRQ,Governments,FALSE,United Kingdom,GBR,2018
181622,584795,,"",financial,2019-03-12T04:25:30.094Z,2018-11-12T00:00:00Z,2018-10-12T00:00:00Z,oPt - CBPF [OCT 6265],softly earmarked,0.855,2018-10-16T00:00:00Z,Standard,"",TRUE,5e+05,EUR,Traditional aid,,paid,2019-03-12T14:08:10.005Z,4,incoming,single,OCT 6265,110,Italy,single,"","","",3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,"","","","","","",8020,Occupied Palestinian Territory Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,39,2018,single,"","","",171,Occupied Palestinian Territory,single,"","","","","","","","","","","","","",633,Occupied Palestinian Territory Humanitarian Response Strategy 2018,single,,,,,,"","",,,,"",,"","","","","","",,Primary,Office for the Coordination of Humanitarian Affairs,From OCT,2019-03-12T00:00:00.000Z,,561016.371212475,0.561016371212474,1.04238491068654,Occupied Palestinian Territory,,Governments,FALSE,Italy,ITA,2018
181625,4093567,2018,"",financial,2018-10-16T04:26:07.607Z,2018-10-15T00:00:00Z,2018-10-15T00:00:00Z,Rehabilitation measures for people with disabilities and mine victims in Iraq,"",0.855,2018-10-15T00:00:00Z,Standard,"",TRUE,3500000,EUR,Traditional aid,,commitment,2018-10-17T09:13:10.340Z,1,incoming,single,AA-S09-62 440.70 IRQ 04/18,83,Germany,single,"","","",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,2,Early Recovery,single,"","","",2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,39,2018,single,"","","",106,Iraq,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"Germany, Government of",From EDRIS,2018-10-15T00:00:00.000Z,,4134140.61197145,4.13414061197145,0.990185720375847,Iraq,IRQ,Governments,FALSE,Germany,DEU,2018
181627,409357,2018,"",financial,2019-11-12T04:25:36.488Z,2018-10-12T00:00:00Z,2018-10-12T00:00:00Z,"Intervention for the improvement of health conditions in the rural population of the Pacific Coast, victim of the armed conflict, without access to health services through health promotion actions and prevention of diseases (part of ECHO/-AM/BUD/2018/91048)",earmarked,0.855,2018-10-15T00:00:00Z,Standard,"",TRUE,350000,EUR,Traditional aid,179026,commitment,2019-11-12T09:14:54.259Z,4,incoming,single,ECHO/-AM/BUD/2018/91048,"","","","","","",8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,7,Health,single,"","","",4509,Associazione Italiana per la Solidarietà tra I Popoli,single,NGOs,International NGOs,International Actors,39,2018,single,"","","",49,Colombia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2019-11-11T00:00:00.000Z,,433481.204963921,0.433481204963921,0.944347748673604,Colombia,COL,Multilateral Organizations,FALSE,,,2018
181628,1e+06,,"",financial,2018-10-16T08:36:52.203Z,2018-03-16T00:00:00Z,,Food Security  (USAID/FFP),"",,2018-09-07T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,commitment,2018-10-16T08:36:52.203Z,1,incoming,single,72DFFP18IO00051,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,6,Food Security,single,"","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,39,2018,single,"","","",134,Malawi,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"United States of America, Government of",Email,2018-09-07T00:00:00.000Z,,1153832.35564489,1.15383235564489,0.866677030772889,Malawi,MWI,Governments,FALSE,United States,USA,2018
181629,5026981,,"",in kind,2018-10-16T08:39:15.785Z,2018-01-31T00:00:00Z,,In-Kind: Food Security  (USAID/FFP),"",,2018-09-07T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,commitment,2018-10-16T08:39:15.785Z,1,incoming,single,AID-FFP-A-14-00006,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,"",,,,,"","",,,,"",,6,Food Security,single,"","","",5373,Catholic Relief Services,single,NGOs,International NGOs,International Actors,39,2018,single,"","","",134,Malawi,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","",,Primary,"United States of America, Government of",Email,2018-09-07T00:00:00.000Z,,5800293.3290121,5.8002933290121,0.866677030772889,Malawi,MWI,Governments,FALSE,United States,USA,2018
